instance_seed,alpha,tuning_seed,achieved_H,params
0,1.0,23,16.09340532,"[0.2670155788373441, 0.8210391061295322]"
0,1.0,24,18.77500241,"[2.886826736172926, 2.5766017267715586]"
0,1.0,25,18.91343498,"[1.3140971541693027, -0.3973932052902765]"
0,1.0,26,21.92445486,"[2.4365636614271513, 0.6274185841143358]"
0,1.0,27,18.96163666,"[1.3210981601239025, 0.45183713538349707]"
0,1.0,28,18.7771577,"[2.8954509486344855, -2.515921388280947]"
0,1.0,29,18.85518529,"[1.3197167499641813, 0.027290451017413248]"
0,1.0,30,19.99989416,"[1.811460976193434, 1.668735759817699]"
0,1.0,31,21.71451662,"[3.8818602076208606, 0.22080939262299884]"
0,1.0,32,19.1359401,"[1.8177686660213468, 0.8210958248683339]"
0,1.0,33,17.91727916,"[2.8806378429700197, 2.151388519895636]"
0,1.0,34,20.17256159,"[1.3268142650814527, 1.7264029777849854]"
0,1.0,35,18.85761209,"[1.3114181548877466, 0.026922807097667204]"
0,1.0,36,15.70687156,"[2.8717201888480015, 0.027329839104160474]"
0,1.0,37,17.16646148,"[2.8752472254546992, 1.7261720250498942]"
0,1.0,38,18.77679273,"[-0.2555171202778209, 2.5765157119199587]"
0,1.0,39,20.00136716,"[1.8101296235275486, 1.668602110038945]"
0,1.0,40,21.8477988,"[3.9242235068762814, 0.6446425465495347]"
1,0.003,1,-0.07345756,"[2.597731876028188, 5.078649061368083]"
1,0.003,2,-0.07345778,"[2.597296928825529, 5.0790919561133165]"
1,0.003,3,-0.07346237,"[2.5975807072137416, 5.097166836952096]"
1,0.003,4,-0.07345468,"[2.597535082768136, 5.071515208534943]"
1,0.003,5,-0.07346221,"[2.597259328254425, 5.096491326342629]"
1,0.003,6,-0.07344542,"[2.597167303494494, 5.054668936162273]"
1,0.003,7,-0.07346009,"[-0.5441634703895174, 5.086350367973677]"
1,0.003,8,-0.07346275,"[2.5976506981428726, 5.100027698785287]"
1,0.003,9,-0.07345993,"[2.59720227939533, 5.085933527802542]"
1,0.003,10,-0.07346076,"[2.597592438899982, 5.088933621943606]"
1,0.003,11,-0.07346266,"[2.597652086446295, 5.099316689430251]"
1,0.003,12,-0.07346069,"[2.596863526773772, 5.089620516916298]"
1,0.003,13,-0.07346097,"[2.5968070108944104, 5.0910517521336685]"
1,0.003,14,-0.07345811,"[2.5978398757706773, 5.080282725875613]"
1,0.003,15,-0.07346308,"[2.597789167552209, 5.103741900344267]"
1,0.003,16,-0.07346196,"[2.5975431197446937, 5.094625350722825]"
1,0.003,17,-0.07345634,"[2.597322378828388, 5.075324813712262]"
1,0.003,18,-0.07345491,"[2.598122797429374, 5.07274473757874]"
1,0.003,19,-0.07345957,"[2.597597821359599, 5.084551417973676]"
1,0.003,20,-0.07345264,"[2.5974639814480396, 5.067229064698358]"
1,0.003,21,-0.07346109,"[2.597516972695166, 5.090330137051217]"
1,0.003,22,-0.07346185,"[2.597817607637078, 5.094214759414768]"
1,0.003,23,-0.07345561,"[2.597139107616255, 5.07362336709466]"
1,0.003,24,-0.0734596,"[2.597669959137903, 5.084720464715095]"
1,0.003,25,-0.07346118,"[2.597791686016467, 5.090910161010878]"
1,0.003,26,-0.07344825,"[2.597070600459745, 5.059203337932786]"
1,0.003,27,-0.07346063,"[2.597553460806853, 5.088408774497903]"
1,0.003,28,-0.0734601,"[2.5970531013961033, 5.086769559155804]"
1,0.003,29,-0.07346159,"[-0.5436995815147972, 5.092991530229119]"
1,0.003,30,-0.0734574,"[2.5980033364595077, 5.078591288449966]"
1,0.003,31,-0.07346106,"[0.543987722491955, -5.090215643875733]"
1,0.003,32,-0.07346045,"[2.5974721897021262, 5.087698543078628]"
1,0.003,33,-0.07346299,"[2.5975997386208802, 5.10246108408091]"
1,0.003,34,-0.07345605,"[2.597969216741155, 5.07511460561779]"
1,0.003,35,-0.0734628,"[2.5976149611310064, 5.100545820693035]"
1,0.003,36,-0.07345534,"[2.5979407679619815, 5.073397596810384]"
1,0.003,37,-0.07345845,"[2.5976274520614866, 5.081074430253536]"
1,0.003,38,-0.07345567,"[2.5994063373585385, 5.07929797063402]"
1,0.003,39,-0.07346215,"[2.597423239050501, 5.095823718079494]"
1,0.003,40,-0.07346019,"[2.5980309104068873, 5.087295125275987]"
1,0.006,1,0.06837672,"[2.776141608685075, 3.3349008305306946]"
1,0.006,2,0.06837234,"[2.776065466764063, 3.3499678809159983]"
1,0.006,3,0.06837363,"[2.7755597992407632, 3.3436472662458088]"
1,0.006,4,0.06838763,"[2.7752308428820958, 3.317715560047041]"
1,0.006,5,0.06840831,"[2.7755945793585215, 3.29932010499875]"
1,0.006,6,0.06837843,"[2.775710392766934, 3.330935302769903]"
1,0.006,7,0.06837611,"[-0.3659263655450032, 3.3356956924063983]"
1,0.006,8,0.06840797,"[2.7744948288568163, 3.2988654943337408]"
1,0.006,9,0.06837428,"[2.776618677024617, 3.3677092079658357]"
1,0.006,10,0.06839115,"[2.7753951019395298, 3.3138964352949025]"
1,0.006,11,0.06837532,"[2.7758419063658413, 3.3376207639364264]"
1,0.006,12,0.06838276,"[2.775535430260746, 3.3239944395319]"
1,0.006,13,0.06837832,"[2.775387089203841, 3.3312399458515625]"
1,0.006,14,0.06838398,"[2.775306985659617, 3.322301334296072]"
1,0.006,15,0.06837515,"[2.7757914116924765, 3.338074491293633]"
1,0.006,16,0.0683774,"[2.776819108078972, 3.375403198161031]"
1,0.006,17,0.0684106,"[2.773935174168502, 3.2974237743944492]"
1,0.006,18,0.06837636,"[2.7757287735692397, 3.3351131005177614]"
1,0.006,19,0.0683884,"[2.775089211848723, 3.316857878456644]"
1,0.006,20,0.06838506,"[2.7751902803383453, 3.3209137473551285]"
1,0.006,21,0.06837266,"[2.7761241665362317, 3.3474991040376594]"
1,0.006,22,0.06837501,"[2.7757928075816594, 3.338453332982247]"
1,0.006,23,0.0683827,"[2.777131470366619, 3.3842570420882394]"
1,0.006,24,0.06838996,"[2.7751896580651496, 3.3150846442593984]"
1,0.006,25,0.06837386,"[2.776559684496432, 3.3662879222969444]"
1,0.006,26,0.06838708,"[2.776623311419985, 3.321249170924356]"
1,0.006,27,0.06837335,"[2.7761398187450657, 3.3636565137283956]"
1,0.006,28,0.06837245,"[2.7763590984085518, 3.3593323394195713]"
1,0.006,29,0.06837259,"[-2.7760010384336087, -3.3479497816638553]"
1,0.006,30,0.0683941,"[3.5080955084846877, -3.3107952605893334]"
1,0.006,31,0.06839803,"[2.773243373070244, 3.3116114049709675]"
1,0.006,32,0.06837326,"[2.775952258624627, 3.344317702934024]"
1,0.006,33,0.06840523,"[2.774741559713257, 3.300957227437406]"
1,0.006,34,0.06838276,"[2.775395533705419, 3.3239776084429344]"
1,0.006,35,0.06837561,"[2.7754270501107015, 3.3373130097494843]"
1,0.006,36,0.068386,"[2.775238802922723, 3.319696534053865]"
1,0.006,37,0.06840248,"[2.774236467804861, 3.3036813635460405]"
1,0.006,38,0.06837766,"[2.7756001146454228, 3.332390657147359]"
1,0.006,39,0.06837305,"[2.775924871074633, 3.3453375998188184]"
1,0.006,40,0.06837229,"[2.776144468178132, 3.3504898141868313]"
1,0.01,1,0.1690897,"[2.829276390852345, 2.3047505534340282]"
1,0.01,2,0.16908978,"[2.829428812222689, 2.3045872793842777]"
1,0.01,3,0.16909302,"[2.829153840620105, 2.2975928601206466]"
1,0.01,4,0.1690894,"[2.8293493767549323, 2.306191247845683]"
1,0.01,5,0.16909181,"[2.829097461316396, 2.2995041290978504]"
1,0.01,6,0.16908994,"[2.8293259171721554, 2.3038672381131513]"
1,0.01,7,0.1690926,"[2.8297559012354294, 2.3195630696163314]"
1,0.01,8,0.16908951,"[2.829359677529764, 2.305577705699665]"
1,0.01,9,0.16909002,"[2.829674188564435, 2.31415535704694]"
1,0.01,10,0.16908992,"[2.829027198743734, 2.3045720525430147]"
1,0.01,11,0.16909153,"[2.829665004224375, 2.3176972418101816]"
1,0.01,12,0.1690922,"[2.829855103311846, 2.318945115237408]"
1,0.01,13,0.16909463,"[2.830078261532119, 2.322339165510128]"
1,0.01,14,0.16909507,"[2.8296049753408448, 2.3225999282413357]"
1,0.01,15,0.16911149,"[2.827885216374575, 2.282133470123874]"
1,0.01,16,0.1690895,"[2.8295738790168046, 2.3121509465740897]"
1,0.01,17,0.16908953,"[2.829596275992201, 2.3122728176062313]"
1,0.01,18,0.16909106,"[2.8291769642568556, 2.300969056490438]"
1,0.01,19,0.16908978,"[2.8295851772666, 2.3133379535083742]"
1,0.01,20,0.16909037,"[2.829284953201736, 2.3025950509435678]"
1,0.01,21,0.16909225,"[2.8298514339993726, 2.3190305094281256]"
1,0.01,22,0.16909038,"[2.8295946928332314, 2.3151825657972243]"
1,0.01,23,0.16908924,"[2.829511502521304, 2.3102623054846463]"
1,0.01,24,0.16909179,"[2.8290864512100864, 2.2995553879434025]"
1,0.01,25,0.16908981,"[2.829679102623783, 2.3134145603692344]"
1,0.01,26,0.16909184,"[2.8292334757008195, 2.299518706763765]"
1,0.01,27,0.16908952,"[-0.3122502567348732, 2.305544064896299]"
1,0.01,28,0.16908952,"[2.8295370872098418, 2.3122132998079428]"
1,0.01,29,0.16908965,"[2.829252569027392, 2.3049646942584814]"
1,0.01,30,0.16909184,"[2.8291023112163356, 2.299448077525307]"
1,0.01,31,0.16908978,"[2.829618160614049, 2.3133575184098003]"
1,0.01,32,0.16909301,"[2.8293322992366656, 2.297865799259708]"
1,0.01,33,0.16909039,"[2.8292447186317013, 2.302539178374715]"
1,0.01,34,0.16909011,"[2.829329993992938, 2.303368955192806]"
1,0.01,35,0.16908984,"[2.829671763386297, 2.3135645208315156]"
1,0.01,36,0.16908944,"[2.829355688814422, 2.305940598430359]"
1,0.01,37,0.16908943,"[2.829381074303941, 2.30602167179986]"
1,0.01,38,0.16909187,"[2.828857361339478, 2.299716785074803]"
1,0.01,39,0.1690899,"[2.8295596487531998, 2.3137440948362635]"
1,0.01,40,0.1690896,"[2.8295431095746926, 2.312608447000248]"
1,0.0209,1,0.37028008,"[-0.28468878022713623, 1.2162558560230858]"
1,0.0209,2,0.37027993,"[2.856875477969638, 1.2152158847146033]"
1,0.0209,3,0.37028017,"[2.8568279058267385, 1.2142482964480241]"
1,0.0209,4,0.37028,"[2.856901896849617, 1.2160072048662374]"
1,0.0209,5,0.3702802,"[2.856782421491901, 1.2141604483631914]"
1,0.0209,6,0.37028007,"[2.8567617248922446, 1.2145154856524132]"
1,0.0209,7,0.37027994,"[2.856868147572426, 1.2155972226632086]"
1,0.0209,8,0.37028019,"[-0.2845929794999127, 1.2164904119985689]"
1,0.0209,9,0.37028011,"[2.8568579950213073, 1.2144252689539585]"
1,0.0209,10,0.37027996,"[2.856832798724853, 1.2149442439455012]"
1,0.0209,11,0.37028004,"[2.856796405039161, 1.2145879299125113]"
1,0.0209,12,0.37028017,"[2.856753945679212, 1.2142415320803115]"
1,0.0209,13,0.37028011,"[2.8568516357441958, 1.2162779194794568]"
1,0.0209,14,0.37028002,"[2.8568895400284604, 1.2160589668232926]"
1,0.0209,15,0.37027996,"[0.2846856090658948, -1.2157559237304303]"
1,0.0209,16,0.37028007,"[2.856783225192064, 1.21449483119593]"
1,0.0209,17,0.37027994,"[2.8568546042927525, 1.2156235050013282]"
1,0.0209,18,0.37027995,"[0.28477780297255323, -1.2150294481959918]"
1,0.0209,19,0.37028011,"[0.2847633819468262, -1.2143790175630211]"
1,0.0209,20,0.37027999,"[-0.28480465956601186, 1.2148222095250814]"
1,0.0209,21,0.37028002,"[3.4263317706256897, -1.2147042467011016]"
1,0.0209,22,0.37028018,"[2.856870680738095, 1.2164860088982488]"
1,0.0209,23,0.37027993,"[2.8568409162427346, 1.2154632799944467]"
1,0.0209,24,0.37027995,"[0.2847549128706336, -1.2156364226192642]"
1,0.0209,25,0.37028027,"[2.856960830672116, 1.2166999897106132]"
1,0.0209,26,0.37027993,"[2.8568964285294935, 1.21546392543505]"
1,0.0209,27,0.37028042,"[2.856999810899728, 1.2169641186268736]"
1,0.0209,28,0.37027994,"[2.856837151870686, 1.215533821127467]"
1,0.0209,29,0.37027993,"[2.8568644827737084, 1.215259517642778]"
1,0.0209,30,0.37027995,"[2.8568780884196996, 1.2157276516634943]"
1,0.0209,31,0.37028003,"[2.856891772300444, 1.2161171020925106]"
1,0.0209,32,0.37028039,"[2.8569951699771443, 1.216921341461376]"
1,0.0209,33,0.37028001,"[2.8568172069759483, 1.2146982608896641]"
1,0.0209,34,0.37027993,"[2.856882621461748, 1.2153612726907899]"
1,0.0209,35,0.37028051,"[2.8569194571545453, 1.2171005673271158]"
1,0.0209,36,0.37027999,"[2.856906780739411, 1.215923778759722]"
1,0.0209,37,0.37027994,"[2.856819046982543, 1.2150604963625748]"
1,0.0209,38,0.37028032,"[2.8569025004612856, 1.2167891531847284]"
1,0.0209,39,0.37028016,"[2.8569072907231954, 1.2164737853124505]"
1,0.0209,40,0.37028001,"[2.8569215158066363, 1.216002443505298]"
1,0.021,1,0.37199239,"[2.8568981309608, 1.2095898829169276]"
1,0.021,2,0.37199298,"[2.857078344121768, 1.211759295410784]"
1,0.021,3,0.3719924,"[2.8568658943851295, 1.2095545275820299]"
1,0.021,4,0.37199241,"[2.8568585187938886, 1.2095577169714442]"
1,0.021,5,0.37199274,"[2.856810172195866, 1.2085631638725116]"
1,0.021,6,0.37199253,"[2.85699398995032, 1.2109106319045915]"
1,0.021,7,0.37199255,"[2.857037071488808, 1.210944646437815]"
1,0.021,8,0.3719927,"[2.8569630703984767, 1.211264827633996]"
1,0.021,9,0.37199274,"[2.8569794552054404, 1.2113533461726613]"
1,0.021,10,0.37199256,"[2.8568254799957025, 1.2089863974631148]"
1,0.021,11,0.37199238,"[2.8568842703796475, 1.2097005067391773]"
1,0.021,12,0.37199294,"[2.8570166326270408, 1.211697037097338]"
1,0.021,13,0.37199244,"[2.8569358596122605, 1.2093432850774932]"
1,0.021,14,0.37199244,"[2.8568982987014215, 1.2093183236364853]"
1,0.021,15,0.37199238,"[2.8569127501679814, 1.210173551278166]"
1,0.021,16,0.37199243,"[2.85692593014478, 1.2093799140826376]"
1,0.021,17,0.3719924,"[2.856895388171878, 1.209508515103088]"
1,0.021,18,0.37199242,"[2.8569441365214416, 1.2094260575258495]"
1,0.021,19,0.37199261,"[0.2847830962318961, -1.2088660333188408]"
1,0.021,20,0.37199267,"[-0.28464440783564426, 1.2111768005323076]"
1,0.021,21,0.3719924,"[2.856958961042114, 1.2104224450225451]"
1,0.021,22,0.37199279,"[2.8570515592092556, 1.2114590220759938]"
1,0.021,23,0.3719924,"[2.8569738568129903, 1.210403266423621]"
1,0.021,24,0.37199239,"[2.8569291825542056, 1.2103106115987148]"
1,0.021,25,0.37199293,"[2.857102638124017, 1.211667546086392]"
1,0.021,26,0.3719925,"[2.8569116788753885, 1.2091249355820675]"
1,0.021,27,0.37199238,"[2.856976217868077, 1.2102608697635997]"
1,0.021,28,0.3719925,"[2.856858201789436, 1.2091058730448372]"
1,0.021,29,0.3719929,"[2.8567644920440265, 1.2083313568756175]"
1,0.021,30,0.37199238,"[2.856978055199388, 1.2102870271442019]"
1,0.021,31,0.37199255,"[2.8568727794391173, 1.208958753250409]"
1,0.021,32,0.37199262,"[2.8570857269988323, 1.2110554103795488]"
1,0.021,33,0.37199275,"[2.856901256438715, 1.2085646892552977]"
1,0.021,34,0.37199271,"[2.8570833142568843, 1.2112948163995936]"
1,0.021,35,0.37199516,"[2.85723668840721, 1.213786817850208]"
1,0.021,36,0.37199244,"[2.8569186662563446, 1.210524435727184]"
1,0.021,37,0.37199246,"[2.856838195406772, 1.2093310263217723]"
1,0.021,38,0.37199246,"[2.8569550656145264, 1.209329414299702]"
1,0.021,39,0.37199254,"[2.8569558908046617, 1.2109192817923964]"
1,0.021,40,0.37199246,"[2.8569547261827752, 1.2106784119763543]"
1,0.03,1,0.52295957,"[2.861409249363594, 0.8619502448229674]"
1,0.03,2,0.52295953,"[2.861329747149662, 0.8621192242215154]"
1,0.03,3,0.67758165,"[1.325239135943716, 0.8621228369403537]"
1,0.03,4,0.5229595,"[2.8613996911562163, 0.862514809750581]"
1,0.03,5,0.52295956,"[2.86140970376656, 0.8627097594157933]"
1,0.03,6,0.52295949,"[2.8614255561627124, 0.862278437141388]"
1,0.03,7,0.6775817,"[1.3252687462439017, 0.8615554327479217]"
1,0.03,8,0.52295951,"[2.8614430067081975, 0.862552913798232]"
1,0.03,9,0.52295962,"[2.8614911533955336, 0.8628299162220644]"
1,0.03,10,0.52295984,"[2.8614318606111198, 0.8631576562401388]"
1,0.03,11,0.52295957,"[2.8614557929932105, 0.8627422777005387]"
1,0.03,12,0.52295953,"[2.8613721339489966, 0.8620290880816589]"
1,0.03,13,0.52295963,"[2.861462161540893, 0.8628782738862038]"
1,0.03,14,0.52295956,"[2.8613333677721577, 0.861974740952102]"
1,0.03,15,0.52295948,"[2.861403831447865, 0.8623308285228536]"
1,0.03,16,0.52295948,"[2.861414957992202, 0.862383050469265]"
1,0.03,17,0.52295971,"[2.8613533331038696, 0.8616769813790567]"
1,0.03,18,0.5229595,"[-0.280213442843568, 0.8624650656334911]"
1,0.03,19,0.67758189,"[1.3251678564845153, 0.8610416610813996]"
1,0.03,20,0.52295971,"[2.861426549731802, 0.8617536266939861]"
1,0.03,21,0.5229596,"[2.861475804134857, 0.8628159554893393]"
1,0.03,22,0.6775817,"[1.3252812271616894, 0.8623599959702262]"
1,0.03,23,0.52295967,"[2.8613862066834015, 0.862877059866299]"
1,0.03,24,0.52295949,"[2.861402258816697, 0.8622358490868454]"
1,0.03,25,0.52295962,"[-0.28007618414526775, 0.8627783598716886]"
1,0.03,26,0.52295957,"[2.8613587594667957, 0.8619347464882839]"
1,0.03,27,0.52295991,"[2.861466592890073, 0.8632466146040967]"
1,0.03,28,0.52295967,"[2.861395819935376, 0.8617698719991211]"
1,0.03,29,0.5229595,"[2.861382744406904, 0.8621302844361259]"
1,0.03,30,0.5229595,"[0.28018013657545676, -0.8625248564348663]"
1,0.03,31,0.5229595,"[2.8614521534742376, 0.8624783150493068]"
1,0.03,32,0.52295974,"[2.8614831197839785, 0.8630457123038455]"
1,0.03,33,0.52295948,"[2.8613848030337534, 0.8623751912155283]"
1,0.03,34,0.67758247,"[1.3253359080876121, 0.863430988421563]"
1,0.03,35,0.52295949,"[-0.28016020901384775, 0.8624461147811013]"
1,0.03,36,0.52295949,"[2.8614343578593213, 0.8623364876662826]"
1,0.03,37,0.52295962,"[-0.2801543263722762, 0.862859109558856]"
1,0.03,38,0.52295956,"[2.8613907957425195, 0.8626951167402842]"
1,0.03,39,0.52295952,"[2.861420828436896, 0.8626021396370739]"
1,0.03,40,0.52295949,"[2.861394638188582, 0.8624424665870064]"
1,0.06,1,1.01083049,"[3.418466122096414, -0.4373344586826933]"
1,0.06,2,1.01083036,"[2.864663459886682, 0.43715888299232586]"
1,0.06,3,1.23450268,"[1.318461329006665, 0.43699673466614164]"
1,0.06,4,1.01083035,"[2.864703546800925, 0.4371649201838158]"
1,0.06,5,1.01083035,"[0.2768902878900553, -0.4371235170629188]"
1,0.06,6,1.01083051,"[2.8647724715748946, 0.4373313840293879]"
1,0.06,7,1.56106945,"[-0.7377750630875927, 3.151287144599717]"
1,0.06,8,1.23450272,"[1.3184172181774418, 0.4369264509762685]"
1,0.06,9,1.56106945,"[2.4038539102176837, 3.151290920941593]"
1,0.06,10,1.01083038,"[2.8646867412588377, 0.4370633950006873]"
1,0.06,11,1.01083036,"[2.8647249243117847, 0.43717551898381707]"
1,0.06,12,1.01083042,"[2.8647548355118175, 0.4372458415881177]"
1,0.06,13,1.01083037,"[2.864720632605447, 0.43720643276052856]"
1,0.06,14,1.56106945,"[2.4038249918438326, 3.151303728164008]"
1,0.06,15,1.01083036,"[2.864679894186107, 0.43719161447952837]"
1,0.06,16,1.01083038,"[2.86465048857225, 0.4371336605524041]"
1,0.06,17,1.01083037,"[2.8646597117724726, 0.4371455843441671]"
1,0.06,18,1.01083035,"[0.2768978973023824, -0.4371554984662508]"
1,0.06,19,1.01083047,"[0.2769738822321305, -0.43719651157983414]"
1,0.06,20,1.01083037,"[0.27691997309921385, -0.43719756745282634]"
1,0.06,21,1.2345027,"[1.31845051717801, 0.4370167283814215]"
1,0.06,22,1.23450269,"[1.3184780181697293, 0.4370353473127588]"
1,0.06,23,1.23450268,"[1.3185054047167306, 0.43699159045842]"
1,0.06,24,1.01083044,"[2.8647485167676026, 0.43729135191157015]"
1,0.06,25,1.23450268,"[1.3184930889747184, 0.4369502955800998]"
1,0.06,26,1.01083042,"[2.864623473971355, 0.4370978106176267]"
1,0.06,27,1.23450268,"[1.3184638436160758, 0.43691213149815594]"
1,0.06,28,1.01083036,"[2.864708964453762, 0.4371036817039393]"
1,0.06,29,1.23450275,"[1.318456024112326, 0.4368043805581347]"
1,0.06,30,1.56106945,"[2.4038603173902895, 3.1512898440477395]"
1,0.06,31,1.01083035,"[2.8646801993516013, 0.43713903643675805]"
1,0.06,32,1.56106945,"[2.4038575212666595, 3.1512683339353362]"
1,0.06,33,1.01083044,"[2.8647272936014927, 0.4373000184010399]"
1,0.06,34,1.56106945,"[2.4038869277567354, 3.151287354498582]"
1,0.06,35,1.23450268,"[1.3184937635676584, 0.43702896908098177]"
1,0.06,36,1.23450288,"[1.318383504625718, 0.4367314850139077]"
1,0.06,37,1.01083036,"[2.864717308282378, 0.4372032698706603]"
1,0.06,38,1.01083038,"[2.864684212408147, 0.43705863595496686]"
1,0.06,39,1.23450267,"[1.3184825180319832, 0.43696746277907467]"
1,0.06,40,1.01083045,"[2.864757629898604, 0.43728663357608133]"
1,0.1,1,1.65377376,"[2.865450876102822, 0.26308281714847953]"
1,0.1,2,2.40090687,"[2.393111253253323, 1.9535632832983447]"
1,0.1,3,1.99563636,"[1.3170169643630656, 0.2629275445194291]"
1,0.1,4,1.65377377,"[3.4177545733108063, -0.2630485855654685]"
1,0.1,5,1.65377375,"[0.2761824092336117, -0.2631344509954306]"
1,0.1,6,1.65377378,"[2.8654192495759556, 0.2631488122199988]"
1,0.1,7,2.42820401,"[3.8938219478001894, 2.15458197219985]"
1,0.1,8,2.40090686,"[-0.7484883043254763, 1.9535510129162457]"
1,0.1,9,2.40090686,"[2.393102679013686, 1.9535111300117125]"
1,0.1,10,1.65377372,"[2.8653985104905453, 0.2631081406788325]"
1,0.1,11,1.6537738,"[2.865463208346013, 0.26313614157181375]"
1,0.1,12,1.6537737,"[2.865399293148844, 0.26308664886503663]"
1,0.1,13,1.65377374,"[2.8654401371299674, 0.26308742803977736]"
1,0.1,14,2.40090686,"[2.3930641252281317, 1.9535417683512366]"
1,0.1,15,1.65377371,"[2.8653968214690524, 0.26309202360947165]"
1,0.1,16,1.65377372,"[2.8653889010382656, 0.26310847590898023]"
1,0.1,17,2.40090688,"[2.393153774255064, 1.9535713692570975]"
1,0.1,18,1.99563649,"[1.3171150979611421, 0.2629978106071381]"
1,0.1,19,2.40090687,"[2.393120964528432, 1.9535062834012353]"
1,0.1,20,1.99563637,"[1.3170683778499732, 0.2629594780938687]"
1,0.1,21,1.9956365,"[1.3171218588899958, 0.26292828102814714]"
1,0.1,22,2.40090686,"[2.393133216538515, 1.9535331797085098]"
1,0.1,23,1.99563635,"[1.3170578726514464, 0.26292390353825096]"
1,0.1,24,1.65377375,"[2.865448412773439, 0.2631013576325176]"
1,0.1,25,1.99563638,"[1.317082106048202, 0.26293363804132236]"
1,0.1,26,1.65377374,"[2.86540385665784, 0.2631292853024838]"
1,0.1,27,2.40090687,"[2.393142723826966, 1.9535487230545923]"
1,0.1,28,2.40090687,"[2.393142455971239, 1.9535182496688663]"
1,0.1,29,1.9956364,"[1.317087986026123, 0.262916662465889]"
1,0.1,30,2.40090687,"[2.393127715002486, 1.9535068588800821]"
1,0.1,31,1.6537738,"[2.865347048061108, 0.2630353659522041]"
1,0.1,32,2.40090686,"[2.3930761234543287, 1.9535314095212992]"
1,0.1,33,2.40090686,"[2.3930915988868793, 1.953546682141432]"
1,0.1,34,2.40090687,"[2.393142638362428, 1.953515861070919]"
1,0.1,35,2.40090687,"[2.3931436641470594, 1.9535513600136931]"
1,0.1,36,1.65377378,"[2.8653481505942273, 0.26306079915598585]"
1,0.1,37,1.65377376,"[3.4178304488768028, -0.26307601627805294]"
1,0.1,38,1.65377395,"[3.417701552973842, -0.2630475331492823]"
1,0.1,39,1.99563634,"[1.3170480404373246, 0.2629208996770073]"
1,0.1,40,1.65377375,"[2.865360776004526, 0.2630777210167964]"
1,0.3,1,4.85569174,"[2.8657914317580775, 0.08780665705971419]"
1,0.3,2,5.21493824,"[3.4057578734210843, 1.2818513722879064]"
1,0.3,3,5.21493971,"[0.2639858535835295, 1.2818212244127705]"
1,0.3,4,4.85569376,"[2.865573136173241, 0.08781482146522145]"
1,0.3,5,5.21493912,"[0.26424285467429376, 1.2818652751341355]"
1,0.3,6,6.75171659,"[5.52561254967774, 0.6593340182431147]"
1,0.3,7,6.11533926,"[0.23968361738536595, 2.6469101256895256]"
1,0.3,8,6.11534236,"[3.381066497181013, 2.6469388390372353]"
1,0.3,9,6.13021818,"[2.901593259778287, 2.8494313188504274]"
1,0.3,10,5.21675761,"[2.8768383395829398, 1.466297205557842]"
1,0.3,11,4.85569244,"[2.865838939539707, 0.08780329682381474]"
1,0.3,12,6.7517065,"[0.7571593803406728, -0.6593379379964118]"
1,0.3,13,4.85569136,"[2.865726038206629, 0.08783002718820483]"
1,0.3,14,6.11534097,"[3.381112995565239, 2.64687593364708]"
1,0.3,15,4.85569152,"[-0.2758478338545254, 0.08784842863678093]"
1,0.3,16,4.8556913,"[2.865741861131061, 0.08782361594616059]"
1,0.3,17,6.0571647,"[1.816410141511805, 1.2827185396325829]"
1,0.3,18,6.05716792,"[1.816549530969243, 1.2827602392458004]"
1,0.3,19,6.05717128,"[1.8166595222133572, 1.2827373543285499]"
1,0.3,20,4.85569179,"[-0.27587321769786777, 0.08779746735070473]"
1,0.3,21,5.21675456,"[2.87696523005782, 1.466262914436254]"
1,0.3,22,6.21738828,"[1.3302560892024615, 1.4676822068481779]"
1,0.3,23,6.11534248,"[3.381050204318881, 2.6468779122400967]"
1,0.3,24,6.05716793,"[1.8161447878460557, 1.2827094730248234]"
1,0.3,25,5.21494108,"[0.2642709781106823, 1.2819502243745404]"
1,0.3,26,6.75169736,"[2.385439415172623, 0.659218310543695]"
1,0.3,27,6.76027039,"[0.7577281222724638, 0.7147981805856193]"
1,0.3,28,7.11198582,"[2.3920499611631882, 2.0271705223566956]"
1,0.3,29,5.83469614,"[1.3162285738215656, 0.08776931107550051]"
1,0.3,30,6.0571673,"[1.8161471046060609, 1.282672585347122]"
1,0.3,31,4.85569135,"[2.8657729366763176, 0.08782003379837351]"
1,0.3,32,6.05716437,"[1.8163568806804897, 1.2826907623772363]"
1,0.3,33,6.11536632,"[3.3818333392806372, 2.6469501389598484]"
1,0.3,34,6.11534219,"[0.23946953181862027, 2.6469292348726245]"
1,0.3,35,5.21493923,"[0.264253195876509, 1.2819132544284813]"
1,0.3,36,5.21676207,"[0.26492714979225024, -1.466170346104248]"
1,0.3,37,4.85570352,"[3.4178407637416397, -0.08779444865036487]"
1,0.3,38,4.85569187,"[2.8657216800474314, 0.08785468092617467]"
1,0.3,39,4.85569195,"[-0.27575148062437344, 0.08785958096001358]"
1,0.3,40,4.85569172,"[3.4173460773057935, -0.08784142639009258]"
1,1.0,1,19.29920173,"[1.318473551462517, 0.026364783034541896]"
1,1.0,2,22.36996019,"[2.4408921441527403, 0.19764632625281928]"
1,1.0,3,16.1690732,"[3.4126311429951524, 0.3857898559417187]"
1,1.0,4,21.76662346,"[3.3724180302934603, 3.267272741399593]"
